,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
184,GE,Andhra Pradesh,5,33,1971,3.0,0,2,2,NARSIMHA REDDY,M,INC,99544,,260974,536747.0,MEDAK,GEN,,3,48.62,38.14,no,91089,34.9,2.04,GEAP23573,,3482,True,1,,,,,,0,False,False,False,,
185,GE,Andhra Pradesh,5,33,1971,3.0,0,2,3,LINGAIAH KATIPALLY,M,IND,8455,,260974,536747.0,MEDAK,GEN,,3,48.62,3.24,yes,0,0.0,2.04,GEAP20710,,10809,True,1,,,,,,0,False,False,False,,
186,GE,Andhra Pradesh,5,34,1971,3.0,0,2,1,RAM GOPAL REDDY M.,M,INC,155323,,300276,556666.0,NIZAMABAD,GEN,,5,53.94,51.73,no,59737,19.89,2.63,GEAP20715,,3482,True,1,,,,,,1,False,False,False,,
187,GE,Andhra Pradesh,5,34,1971,3.0,0,2,2,ANANTH REDDY K.,M,TPS,95586,,300276,556666.0,NIZAMABAD,GEN,,5,53.94,31.83,no,74095,24.68,2.63,GEAP20714,,14939,True,1,,,,,,0,False,False,False,,
188,GE,Andhra Pradesh,5,34,1971,3.0,0,2,3,MURLI MANOHAR REDDY (GADDAM),M,BJS,21491,,300276,556666.0,NIZAMABAD,GEN,,5,53.94,7.16,yes,3477,1.16,2.63,GEAP20713,,4152,True,1,,,,,,0,False,False,False,,
189,GE,Andhra Pradesh,5,34,1971,3.0,0,2,4,BHEEM RAO PATNE,M,IND,18014,,300276,556666.0,NIZAMABAD,GEN,,5,53.94,6.0,yes,8152,2.71,2.63,GEAP20712,,10809,True,1,,,,,,0,False,False,False,,
190,GE,Andhra Pradesh,5,34,1971,3.0,0,2,5,RAJESHWAR A.,M,TEC,9862,,300276,556666.0,NIZAMABAD,GEN,,5,53.94,3.28,yes,0,0.0,2.63,GEAP20711,,14938,True,1,,,,,,0,False,False,False,,
191,GE,Andhra Pradesh,5,35,1971,3.0,0,2,1,P. GANGA REDDY,M,INC,151482,,288014,514876.0,ADILABAD,GEN,,2,55.94,52.6,no,14950,5.19,2.0,GEAP18066,,3482,True,2,INC,3482.0,ADILABAD,True,True,2,False,True,True,,
192,GE,Andhra Pradesh,5,35,1971,3.0,0,2,2,K. V. KISHAN RAO,M,TPS,136532,,288014,514876.0,ADILABAD,GEN,,2,55.94,47.4,no,0,0.0,2.0,GEAP20717,,14939,True,1,,,,,,0,False,False,False,,
193,GE,Andhra Pradesh,5,36,1971,3.0,0,2,1,V. TULASIRAM,M,TPS,165054,,248372,528948.0,PEDDAPALLI,SC,,5,46.96,66.45,no,108731,43.78,2.04,GEAP30651,,14939,True,1,,,,,,1,False,False,False,,
194,GE,Andhra Pradesh,5,36,1971,3.0,0,2,2,M. R. KRISHNA,M,INC,56323,,248372,528948.0,PEDDAPALLI,SC,,5,46.96,22.68,no,43293,17.43,2.04,GEAP16669,,3482,True,3,INC,3482.0,PEDDAPALLI,True,True,2,False,True,True,,
195,GE,Andhra Pradesh,5,36,1971,3.0,0,2,3,ELUGANDALA DURGAIAH,M,SSP,13030,,248372,528948.0,PEDDAPALLI,SC,,5,46.96,5.25,yes,3342,1.35,2.04,GEAP20721,,7619,True,1,,,,,,0,False,False,False,,
196,GE,Andhra Pradesh,5,36,1971,3.0,0,2,4,B. DEVAIAH,M,IND,9688,,248372,528948.0,PEDDAPALLI,SC,,5,46.96,3.9,yes,5411,2.18,2.04,GEAP20722,,10809,True,1,,,,,,0,False,False,False,,
197,GE,Andhra Pradesh,5,36,1971,3.0,0,2,5,M. J. MANIK RAO,M,IND,4277,,248372,528948.0,PEDDAPALLI,SC,,5,46.96,1.72,yes,0,0.0,2.04,GEAP20718,,10809,True,1,,,,,,0,False,False,False,,
198,GE,Andhra Pradesh,5,37,1971,3.0,0,2,1,M. SATYANARAYAN RAO,M,TPS,119869,,253987,548849.0,KARIMNAGAR,GEN,,4,46.28,47.19,no,10021,3.95,2.44,GEAP20725,,14939,True,1,,,,,,1,False,False,False,,
199,GE,Andhra Pradesh,5,37,1971,3.0,0,2,2,V. JALAPATHI RAO,M,INC,109848,,253987,548849.0,KARIMNAGAR,GEN,,4,46.28,43.25,no,92507,36.42,2.44,GEAP20723,,3482,True,1,,,,,,0,False,False,False,,
200,GE,Andhra Pradesh,5,37,1971,3.0,0,2,3,A. RAJA PRABHAKAR REDDY,M,IND,17341,,253987,548849.0,KARIMNAGAR,GEN,,4,46.28,6.83,yes,10412,4.1,2.44,GEAP20724,,10809,True,1,,,,,,0,False,False,False,,
201,GE,Andhra Pradesh,5,37,1971,3.0,0,2,4,GOVARDHAN YADAV,M,BCM,6929,,253987,548849.0,KARIMNAGAR,GEN,,4,46.28,2.73,yes,0,0.0,2.44,GEAP20726,,14696,True,1,,,,,,0,False,False,False,,
202,GE,Andhra Pradesh,5,38,1971,3.0,0,2,1,S. B. GIRI,M,TPS,182258,,327677,553696.0,WARANGAL,GEN,,5,59.18,55.62,no,93640,28.58,2.56,GEAP20731,,14939,True,1,,,,,,1,False,False,False,,
203,GE,Andhra Pradesh,5,38,1971,3.0,0,2,2,K. SUDARSANA REDDY,M,INC,88618,,327677,553696.0,WARANGAL,GEN,,5,59.18,27.04,no,55479,16.93,2.56,GEAP20728,,3482,True,1,,,,,,0,False,False,False,,
204,GE,Andhra Pradesh,5,38,1971,3.0,0,2,3,BHANDARU SADASHIVA RAO,M,BJS,33139,,327677,553696.0,WARANGAL,GEN,,5,59.18,10.11,yes,19149,5.84,2.56,GEAP20729,,4152,True,1,,,,,,0,False,False,False,,
205,GE,Andhra Pradesh,5,38,1971,3.0,0,2,4,CHAGANTI SHANKAR RAO,M,IND,13990,,327677,553696.0,WARANGAL,GEN,,5,59.18,4.27,yes,4318,1.32,2.56,GEAP20730,,10809,True,1,,,,,,0,False,False,False,,
206,GE,Andhra Pradesh,5,38,1971,3.0,0,2,5,THOKALA LAKSHMA REDDY,M,IND,9672,,327677,553696.0,WARANGAL,GEN,,5,59.18,2.95,yes,0,0.0,2.56,GEAP25783,,10809,True,1,,,,,,0,False,False,False,,
207,GE,Andhra Pradesh,5,39,1971,3.0,0,2,1,T. LAKSHMI KANTAMMA,F,INC,137830,,373103,544329.0,KHAMMAM,GEN,,6,68.54,36.94,no,16461,4.41,3.23,GEAP16678,,3482,True,3,INC,3482.0,KHAMMAM,True,True,3,False,True,True,,
208,GE,Andhra Pradesh,5,39,1971,3.0,0,2,2,CHEKURI KASAIAH,M,TPS,121369,,373103,544329.0,KHAMMAM,GEN,,6,68.54,32.53,no,29357,7.87,3.23,GEAP20736,,14939,True,1,,,,,,0,False,False,False,,
209,GE,Andhra Pradesh,5,39,1971,3.0,0,2,3,MANCHIKANTI RAM KISHAN RAO,M,CPM,92012,,373103,544329.0,KHAMMAM,GEN,,6,68.54,24.66,no,79679,21.36,3.23,GEAP20732,,14635,True,1,,,,,,0,False,False,False,,
210,GE,Andhra Pradesh,5,39,1971,3.0,0,2,4,KAMA JOHN,M,IND,12333,,373103,544329.0,KHAMMAM,GEN,,6,68.54,3.31,yes,7020,1.88,3.23,GEAP20734,,10809,True,1,,,,,,0,False,False,False,,
211,GE,Andhra Pradesh,5,39,1971,3.0,0,2,5,KANNEKANTI SREENIVAS RAO,M,TEC,5313,,373103,544329.0,KHAMMAM,GEN,,6,68.54,1.42,yes,1067,0.29,3.23,GEAP20737,,14938,True,1,,,,,,0,False,False,False,,
212,GE,Andhra Pradesh,5,39,1971,3.0,0,2,6,GOGINENI SATYANARAYANA RAO,F,NCO,4246,,373103,544329.0,KHAMMAM,GEN,,6,68.54,1.14,yes,0,0.0,3.23,GEAP20733,,3805,True,1,,,,,,0,False,False,False,,
213,GE,Andhra Pradesh,5,40,1971,3.0,0,2,1,KANCHERLA RAM KRISHNA REDDY,M,TPS,111704,,314400,544193.0,NALGONDA,GEN,,6,57.77,35.53,no,5398,1.72,3.33,GEAP20743,,14939,True,1,,,,,,1,False,False,False,,
214,GE,Andhra Pradesh,5,40,1971,3.0,0,2,2,VEDIRE NARSIMHA REDDY,M,INC,106306,,314400,544193.0,NALGONDA,GEN,,6,57.77,33.81,no,28259,8.99,3.33,GEAP20742,,3482,True,1,,,,,,0,False,False,False,,
215,GE,Andhra Pradesh,5,40,1971,3.0,0,2,3,B. DHARMA BIKSHAM,M,CPI,78047,,314400,544193.0,NALGONDA,GEN,,6,57.77,24.82,no,70252,22.34,3.33,GEAP20741,,2444,True,1,,,,,,0,False,False,False,,
216,GE,Andhra Pradesh,5,40,1971,3.0,0,2,4,UPPUNOOTHULA MALLESHAM,M,IND,7795,,314400,544193.0,NALGONDA,GEN,,6,57.77,2.48,yes,934,0.3,3.33,GEAP20739,,10809,True,1,,,,,,0,False,False,False,,
217,GE,Andhra Pradesh,5,40,1971,3.0,0,2,5,CHEERA BENKATESHWAR RAO YADAV,M,TEC,6861,,314400,544193.0,NALGONDA,GEN,,6,57.77,2.18,yes,3174,1.01,3.33,GEAP20740,,14938,True,1,,,,,,0,False,False,False,,
218,GE,Andhra Pradesh,5,40,1971,3.0,0,2,6,SAYINI SREESAILAM,M,IND,3687,,314400,544193.0,NALGONDA,GEN,,6,57.77,1.17,yes,0,0.0,3.33,GEAP20738,,10809,True,1,,,,,,0,False,False,False,,
219,GE,Andhra Pradesh,5,41,1971,3.0,0,2,1,BHIMREDDY NARSIMHA REDDY,M,CPM,115199,,331199,532803.0,MIRYALGUDA,GEN,,5,62.16,34.78,no,7684,2.32,3.33,GEAP20745,,14635,True,1,,,,,,1,False,False,False,,
220,GE,Andhra Pradesh,5,41,1971,3.0,0,2,2,KEESARA JITHENDER REDDY,M,TPS,107515,,331199,532803.0,MIRYALGUDA,GEN,,5,62.16,32.46,no,19115,5.77,3.33,GEAP20744,,14939,True,1,,,,,,0,False,False,False,,
221,GE,Andhra Pradesh,5,41,1971,3.0,0,2,3,G. S. REDDY,M,INC,88400,,331199,532803.0,MIRYALGUDA,GEN,,5,62.16,26.69,no,72729,21.96,3.33,GEAP5,,3482,True,2,INC,3482.0,MIRYALGUDA,True,True,1,False,True,True,,
222,GE,Andhra Pradesh,5,41,1971,3.0,0,2,4,P. PRASANGI,M,IND,15671,,331199,532803.0,MIRYALGUDA,GEN,,5,62.16,4.73,yes,11257,3.4,3.33,GEAP20747,,10809,True,1,,,,,,0,False,False,False,,
223,GE,Andhra Pradesh,5,41,1971,3.0,0,2,5,KAKILAKSHMI REDDY,M,IND,4414,,331199,532803.0,MIRYALGUDA,GEN,,5,62.16,1.33,yes,0,0.0,3.33,GEAP20746,,10809,True,1,,,,,,0,False,False,False,,
224,GE,Andhra Pradesh,6,1,1977,3.0,0,3,1,RAJGOPALARAO BODDEPALLI,M,INC,187125,,380951,585062.0,SRIKAKULAM,GEN,,3,65.11,49.12,no,8734,2.29,2.17,GEAP20533,,3482,True,3,INC,3482.0,SRIKAKULAM,True,True,3,False,True,True,,
225,GE,Andhra Pradesh,6,1,1977,3.0,0,3,2,GOUTHU LATCHANNA,M,BLD,178391,,380951,585062.0,SRIKAKULAM,GEN,,3,65.11,46.83,no,162956,42.78,2.17,GEAP17967,,1711,True,2,SWA,12923.0,SRIKAKULAM,True,False,1,True,False,False,,
226,GE,Andhra Pradesh,6,1,1977,3.0,0,3,3,BOMPALLI RAMANNA,M,IND,15435,,380951,585062.0,SRIKAKULAM,GEN,,3,65.11,4.05,yes,0,0.0,2.17,GEAP23683,,10809,True,1,,,,,,0,False,False,False,,
227,GE,Andhra Pradesh,6,2,1977,3.0,0,3,1,VYRICHORLA KISHORE CHANDRA SURYANARAYANA DEO,M,INC,174454,ST,317164,655999.0,PARVATHIPURAM,ST,,2,48.35,55.0,no,31744,10.01,2.0,GEAP23685,,3482,True,1,,,,,,1,False,False,False,,
228,GE,Andhra Pradesh,6,2,1977,3.0,0,3,2,SATYA PRASAD THATRAJ VEERAVARA THODARMAL,M,BLD,142710,,317164,655999.0,PARVATHIPURAM,ST,,2,48.35,45.0,no,0,0.0,2.0,GEAP23684,,1711,True,1,,,,,,0,False,False,False,,
229,GE,Andhra Pradesh,6,3,1977,3.0,0,3,1,PUSAPATI VIJAYRAMA GAJAPATHI RAJU,M,INC,171095,,330592,635653.0,BOBBILI,GEN,,7,52.01,51.75,no,51588,15.6,2.5,GEAP20539,,3482,True,2,IND,10809.0,VISAKHAPATNAM,False,False,2,False,True,True,,
230,GE,Andhra Pradesh,6,3,1977,3.0,0,3,2,PEESAPATI PUNDARIKAKSHA CHARI,M,BLD,119507,,330592,635653.0,BOBBILI,GEN,,7,52.01,36.15,no,103596,31.34,2.5,GEAP23686,,1711,True,1,,,,,,0,False,False,False,,
