,Election_Type,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Age,District_Name
2792,GE,Gujarat,6,12,1977,3.0,0,3,2,PATEL NATVARLAL AMRATLAL GAGABHAI,M,INC,118664,,382424,596154.0,MEHSANA,GEN,,6,64.15,31.03,no,106933,27.96,2.0,GEGJ23989,,3482,True,1,,,,,,0,False,False,False,,
2793,GE,Gujarat,6,12,1977,3.0,0,3,3,MAHERIYA KARSHANBHAI GAGABHAI,M,IND,11731,,382424,596154.0,MEHSANA,GEN,,6,64.15,3.07,yes,5959,1.56,2.0,GEGJ23987,,10809,True,1,,,,,,0,False,False,False,,
2794,GE,Gujarat,6,12,1977,3.0,0,3,4,THAKARDA CHEHRAJI LAKHAMANJI,M,IND,5772,,382424,596154.0,MEHSANA,GEN,,6,64.15,1.51,yes,2995,0.78,2.0,GEGJ23988,,10809,True,1,,,,,,0,False,False,False,,
2795,GE,Gujarat,6,12,1977,3.0,0,3,5,PARMAR VALJIBHAI MAGHABHAI,M,IND,2777,,382424,596154.0,MEHSANA,GEN,,6,64.15,0.73,yes,73,0.02,2.0,GEGJ23986,,10809,True,1,,,,,,0,False,False,False,,
2796,GE,Gujarat,6,12,1977,3.0,0,3,6,KURESHI FATTEKHAN MAHAMMEDKHAN,M,IND,2704,,382424,596154.0,MEHSANA,GEN,,6,64.15,0.71,yes,0,0.0,2.0,GEGJ23985,,10809,True,1,,,,,,0,False,False,False,,
2797,GE,Gujarat,6,13,1977,3.0,0,3,1,CHAVDA KHEMCHANDBHAI SOMABHAI,M,BLD,182973,,298186,573367.0,PATAN,SC,,3,52.01,61.36,no,73566,24.67,1.96,GEGJ34000,,1711,True,2,NCO,3805.0,PATAN,True,False,2,True,True,True,,
2798,GE,Gujarat,6,13,1977,3.0,0,3,2,VANAKAR PUNAMCHANDBHAI MITHABHAI,M,INC,109407,,298186,573367.0,PATAN,SC,,3,52.01,36.69,no,103601,34.74,1.96,GEGJ23991,,3482,True,1,,,,,,0,False,False,False,,
2799,GE,Gujarat,6,13,1977,3.0,0,3,3,MAKWANA JETHABHAI GOVINDBHAI,M,IND,5806,,298186,573367.0,PATAN,SC,,3,52.01,1.95,yes,0,0.0,1.96,GEGJ23993,,10809,True,1,,,,,,0,False,False,False,,
2800,GE,Gujarat,6,14,1977,3.0,0,3,1,CHAUDHARY MOTIBHAI RANCHHODBHAI,M,BLD,168648,,272513,505258.0,BANASKANTHA,GEN,,2,53.94,61.89,no,64783,23.77,1.89,GEGJ23994,,1711,True,1,,,,,,1,False,False,False,,
2801,GE,Gujarat,6,14,1977,3.0,0,3,2,POPATLAL MULSHANKAR JOSHI,M,INC,103865,,272513,505258.0,BANASKANTHA,GEN,,2,53.94,38.11,no,0,0.0,1.89,GEGJ20684,,3482,True,2,INC,3482.0,BANASKANTHA,True,True,1,False,True,True,,
2802,GE,Gujarat,6,15,1977,3.0,0,3,1,H. M. PATEL,M,BLD,164502,,305361,543790.0,SABARKANTHA,GEN,,3,56.15,53.87,no,38062,12.46,2.17,GEGJ20301,,1711,True,3,SWA,12923.0,DHANDHUKA,False,False,2,True,True,True,,
2803,GE,Gujarat,6,15,1977,3.0,0,3,2,KUMARSHRI RAJENDRA SINHJI DALJITSINHJI,M,INC,126440,,305361,543790.0,SABARKANTHA,GEN,,3,56.15,41.41,no,112021,36.68,2.17,GEGJ23998,,3482,True,1,,,,,,0,False,False,False,,
2804,GE,Gujarat,6,15,1977,3.0,0,3,3,AGGARWAL MADANLAL AMBALAL,M,IND,14419,,305361,543790.0,SABARKANTHA,GEN,,3,56.15,4.72,yes,0,0.0,2.17,GEGJ23996,,10809,True,1,,,,,,0,False,False,False,,
2805,GE,Gujarat,6,16,1977,3.0,0,3,1,VAGHELA SHANKARJI LAXMANJI,M,BLD,188390,GEN,323881,561342.0,KAPADVANJ,GEN,,7,57.7,58.17,no,67971,20.99,2.08,GEGJ24001,,1711,True,1,,,,,,1,False,False,False,,
2806,GE,Gujarat,6,16,1977,3.0,0,3,2,RATHOD NATVARSINH TAKHATSINH,M,INC,120419,,323881,561342.0,KAPADVANJ,GEN,,7,57.7,37.18,no,113356,35.0,2.08,GEGJ24005,,3482,True,1,,,,,,0,False,False,False,,
2807,GE,Gujarat,6,16,1977,3.0,0,3,3,PATEL TRIBHUVANBHAI SHIVABHAI,M,IND,7063,,323881,561342.0,KAPADVANJ,GEN,,7,57.7,2.18,yes,3911,1.21,2.08,GEGJ24004,,10809,True,1,,,,,,0,False,False,False,,
2808,GE,Gujarat,6,16,1977,3.0,0,3,4,VANKAR DAHYABHAI RAMABHAI,M,IND,3152,,323881,561342.0,KAPADVANJ,GEN,,7,57.7,0.97,yes,1007,0.31,2.08,GEGJ24002,,10809,True,2,IND,10809.0,SABARKANTHA,False,True,0,False,False,True,,
2809,GE,Gujarat,6,16,1977,3.0,0,3,5,PATEL SHANKARBHAI UGRABHAI,M,IND,2145,,323881,561342.0,KAPADVANJ,GEN,,7,57.7,0.66,yes,717,0.22,2.08,GEGJ23999,,10809,True,1,,,,,,0,False,False,False,,
2810,GE,Gujarat,6,16,1977,3.0,0,3,6,PARMAR RAISINGBHAI PRATAPSINGH,M,IND,1428,,323881,561342.0,KAPADVANJ,GEN,,7,57.7,0.44,yes,144,0.04,2.08,GEGJ24003,,10809,True,1,,,,,,0,False,False,False,,
2811,GE,Gujarat,6,16,1977,3.0,0,3,7,PRANAMI RASIKLAL VITHALBHAI,M,IND,1284,,323881,561342.0,KAPADVANJ,GEN,,7,57.7,0.4,yes,0,0.0,2.08,GEGJ20700,,10809,True,2,IND,10809.0,KAIRA,False,True,0,False,False,True,,
2812,GE,Gujarat,6,17,1977,3.0,0,3,1,DAMOR SOMJIBHAI PUJABHAI,M,INC,89538,ST,175683,508980.0,DOHAD,ST,,2,34.52,50.97,no,3393,1.93,2.0,GEGJ3153,,3482,True,2,INC,3482.0,DOHAD,True,True,1,False,False,True,,
2813,GE,Gujarat,6,17,1977,3.0,0,3,2,MINAMA GOVINDSINGH LALCHANDBHAI,M,BLD,86145,,175683,508980.0,DOHAD,ST,,2,34.52,49.03,no,0,0.0,2.0,GEGJ24007,,1711,True,1,,,,,,0,False,False,False,,
2814,GE,Gujarat,6,18,1977,3.0,0,3,1,DESAI HITENDRABHAI KANAIYALAL,M,INC,138634,,285018,517416.0,GODHRA,GEN,,4,55.08,48.64,no,1380,0.48,2.13,GEGJ24011,,3482,True,1,,,,,,1,False,False,False,,
2815,GE,Gujarat,6,18,1977,3.0,0,3,2,MODY PILLO HOMI,M,BLD,137254,,285018,517416.0,GODHRA,GEN,,4,55.08,48.16,no,131485,46.13,2.13,GEGJ18836,,1711,True,3,SWA,12923.0,GODHRA,True,False,2,True,True,True,,
2816,GE,Gujarat,6,18,1977,3.0,0,3,3,MEHRA LALLUBHAI SHANKERBHAI,M,IND,5769,,285018,517416.0,GODHRA,GEN,,4,55.08,2.02,yes,2408,0.84,2.13,GEGJ25923,,10809,True,2,IND,10809.0,KAIRA,False,True,0,False,False,True,,
2817,GE,Gujarat,6,18,1977,3.0,0,3,4,DESAI MUKUNDRAI BHIKHUBHAI,M,IND,3361,,285018,517416.0,GODHRA,GEN,,4,55.08,1.18,yes,0,0.0,2.13,GEGJ24010,,10809,True,1,,,,,,0,False,False,False,,
2818,GE,Gujarat,6,19,1977,3.0,0,3,1,DESAI DHARMSINGH DADUBHAI,M,INC,211884,,395697,573138.0,KAIRA,GEN,,6,69.04,53.55,no,41844,10.57,2.13,GEGJ20307,,3482,True,3,NCO,3805.0,KAIRA,True,False,2,True,True,True,,
2819,GE,Gujarat,6,19,1977,3.0,0,3,2,VAGHELA SHANKARBHAI DESAIBHAI,M,BLD,170040,,395697,573138.0,KAIRA,GEN,,6,69.04,42.97,no,165572,41.84,2.13,GEGJ24017,,1711,True,1,,,,,,0,False,False,False,,
2820,GE,Gujarat,6,19,1977,3.0,0,3,3,ZALA FULABHAI GOKALBHAI,M,IND,4468,,395697,573138.0,KAIRA,GEN,,6,69.04,1.13,yes,208,0.05,2.13,GEGJ24016,,10809,True,1,,,,,,0,False,False,False,,
2821,GE,Gujarat,6,19,1977,3.0,0,3,4,MAHERA LALLUBHAI SHANKERBHAI,M,IND,4260,,395697,573138.0,KAIRA,GEN,,6,69.04,1.08,yes,471,0.12,2.13,GEGJ25923,,10809,True,3,IND,10809.0,GODHRA,False,True,0,False,False,True,,
2822,GE,Gujarat,6,19,1977,3.0,0,3,5,CHAUHAN BHUDARJI BABARBHAI,M,IND,3789,,395697,573138.0,KAIRA,GEN,,6,69.04,0.96,yes,2533,0.64,2.13,GEGJ24014,,10809,True,1,,,,,,0,False,False,False,,
2823,GE,Gujarat,6,19,1977,3.0,0,3,6,PATEL JAGDISHCHANDRA PRABHUJIBHAI,M,IND,1256,,395697,573138.0,KAIRA,GEN,,6,69.04,0.32,yes,0,0.0,2.13,GEGJ24012,,10809,True,1,,,,,,0,False,False,False,,
2824,GE,Gujarat,6,20,1977,3.0,0,3,1,AJITSINH FULSINH DABHI,M,INC,221099,,391277,564294.0,ANAND,GEN,,4,69.34,56.51,no,62779,16.04,2.08,GEGJ24020,,3482,True,2,INC,3482.0,KAIRA,False,True,1,False,False,True,,
2825,GE,Gujarat,6,20,1977,3.0,0,3,2,JADAV HIMATSINH KHODSINH,M,BLD,158320,,391277,564294.0,ANAND,GEN,,4,69.34,40.46,no,149447,38.19,2.08,GEGJ24018,,1711,True,1,,,,,,0,False,False,False,,
2826,GE,Gujarat,6,20,1977,3.0,0,3,3,SOLANKI MULJIBHAI KHANJIBHAI,M,IND,8873,,391277,564294.0,ANAND,GEN,,4,69.34,2.27,yes,5888,1.5,2.08,GEGJ24019,,10809,True,1,,,,,,0,False,False,False,,
2827,GE,Gujarat,6,20,1977,3.0,0,3,4,PATEL MAHENDRAKUMAR BABUBHAI,M,IND,2985,,391277,564294.0,ANAND,GEN,,4,69.34,0.76,yes,0,0.0,2.08,GEGJ20701,,10809,True,2,IND,10809.0,ANAND,True,True,0,False,False,True,,
2828,GE,Gujarat,6,21,1977,3.0,0,3,1,RATHAWA AMARSINH VIRIYABHAI,M,INC,170343,,309613,533507.0,CHHOTA UDAIPUR,ST,,3,58.03,55.02,no,41123,13.28,2.13,GEGJ24024,,3482,True,1,,,,,,1,False,False,False,,
2829,GE,Gujarat,6,21,1977,3.0,0,3,2,RATHAWA MANHARBHAI VIRSINGBHAI,M,BLD,129220,,309613,533507.0,CHHOTA UDAIPUR,ST,,3,58.03,41.74,no,119170,38.49,2.13,GEGJ24023,,1711,True,1,,,,,,0,False,False,False,,
2830,GE,Gujarat,6,21,1977,3.0,0,3,3,BHIL HARIDAS KHUSHALBHAI,M,IND,10050,,309613,533507.0,CHHOTA UDAIPUR,ST,,3,58.03,3.25,yes,0,0.0,2.13,GEGJ24022,,10809,True,1,,,,,,0,False,False,False,,
2831,GE,Gujarat,6,22,1977,3.0,0,3,1,GAEKWAD FATESINHRAO PRATAPSINHRAO,M,INC,219101,,404387,595724.0,BARODA,GEN,,6,67.88,54.18,no,40923,10.12,2.08,GEGJ17777,,3482,True,3,NCO,3805.0,BARODA,True,False,3,True,True,True,,
2832,GE,Gujarat,6,22,1977,3.0,0,3,2,PATEL MANUBHAI MOTILAL,M,BLD,178178,,404387,595724.0,BARODA,GEN,,6,67.88,44.06,no,175037,43.28,2.08,GEGJ24026,,1711,True,2,NCO,3805.0,DABHOI,False,False,0,True,False,True,,
2833,GE,Gujarat,6,22,1977,3.0,0,3,3,SAIYAD NAJARALI CHIMANBAPU,M,IND,3141,,404387,595724.0,BARODA,GEN,,6,67.88,0.78,yes,233,0.06,2.08,GEGJ24029,,10809,True,1,,,,,,0,False,False,False,,
2834,GE,Gujarat,6,22,1977,3.0,0,3,4,THAKORLAL CHANDULAL SHAH,M,IND,2908,,404387,595724.0,BARODA,GEN,,6,67.88,0.72,yes,2165,0.54,2.08,GEGJ24030,,10809,True,1,,,,,,0,False,False,False,,
2835,GE,Gujarat,6,22,1977,3.0,0,3,5,BAROT RAMESH BHAI BHUPATBHAI,M,IND,743,,404387,595724.0,BARODA,GEN,,6,67.88,0.18,yes,427,0.11,2.08,GEGJ24027,,10809,True,1,,,,,,0,False,False,False,,
2836,GE,Gujarat,6,22,1977,3.0,0,3,6,BHAVSAGAR THAKORLAL PARSOTTAMDAS,M,IND,316,,404387,595724.0,BARODA,GEN,,6,67.88,0.08,yes,0,0.0,2.08,GEGJ24025,,10809,True,1,,,,,,0,False,False,False,,
2837,GE,Gujarat,6,23,1977,3.0,0,3,1,PATEL AHMEDBHAI MOHMADBHAI,M,INC,189815,,334124,544523.0,BROACH,GEN,,6,61.36,56.81,no,62879,18.82,2.17,GEGJ24759,,3482,True,1,,,,,,1,False,False,False,,
2838,GE,Gujarat,6,23,1977,3.0,0,3,2,UNIA SULEMAN ESSUF,M,BLD,126936,,334124,544523.0,BROACH,GEN,,6,61.36,37.99,no,119413,35.74,2.17,GEGJ24758,,1711,True,1,,,,,,0,False,False,False,,
2839,GE,Gujarat,6,23,1977,3.0,0,3,3,DEVAR ASPI RUSTAMJI,M,IND,7523,,334124,544523.0,BROACH,GEN,,6,61.36,2.25,yes,2893,0.87,2.17,GEGJ24763,,10809,True,1,,,,,,0,False,False,False,,
2840,GE,Gujarat,6,23,1977,3.0,0,3,4,THAKOR RASULKHAN NANDIRKHAN,M,IND,4630,,334124,544523.0,BROACH,GEN,,6,61.36,1.39,yes,1622,0.49,2.17,GEGJ24762,,10809,True,1,,,,,,0,False,False,False,,
2841,GE,Gujarat,6,23,1977,3.0,0,3,5,KHARVA MANGALBHAI RAIJIBHAI,M,IND,3008,,334124,544523.0,BROACH,GEN,,6,61.36,0.9,yes,796,0.24,2.17,GEGJ24760,,10809,True,1,,,,,,0,False,False,False,,
2842,GE,Gujarat,6,23,1977,3.0,0,3,6,PATEL MANGALBHAI SHANABHAI,M,IND,2212,,334124,544523.0,BROACH,GEN,,6,61.36,0.66,yes,0,0.0,2.17,GEGJ39630,,10809,True,1,,,,,,0,False,False,False,,
2843,GE,Gujarat,6,24,1977,3.0,0,3,1,DESAI MORARJI RANCHHODJI,M,BLD,206206,,393050,582963.0,SURAT,GEN,,4,67.42,52.46,no,21460,5.46,2.0,GEGJ20271,,1711,True,4,NCO,3805.0,SURAT,True,False,4,True,True,True,,
2844,GE,Gujarat,6,24,1977,3.0,0,3,2,CHAUHAN JASHVANTSINGH DAN SINGH,M,INC,184746,,393050,582963.0,SURAT,GEN,,4,67.42,47.0,no,183483,46.68,2.0,GEGJ17787,,3482,True,2,IND,10809.0,SURAT,True,False,0,False,False,False,,
2845,GE,Gujarat,6,24,1977,3.0,0,3,3,PATEL ZINABHAI UKABHAI,M,IND,1263,,393050,582963.0,SURAT,GEN,,4,67.42,0.32,yes,428,0.11,2.0,GEGJ24766,,10809,True,1,,,,,,0,False,False,False,,
2846,GE,Gujarat,6,24,1977,3.0,0,3,4,RESHAMWALA SUBHASHBHAI SHANTILAL,M,IND,835,,393050,582963.0,SURAT,GEN,,4,67.42,0.21,yes,0,0.0,2.0,GEGJ24767,,10809,True,1,,,,,,0,False,False,False,,
2847,GE,Gujarat,6,25,1977,3.0,0,3,1,GAMIT CHHITUBHAI DEVJIBHAI,M,INC,183609,,327615,541832.0,MANDVI,ST,,2,60.46,56.04,no,39603,12.09,2.0,GEGJ24769,,3482,True,1,,,,,,1,False,False,False,,
2848,GE,Gujarat,6,25,1977,3.0,0,3,2,CHAUDHARY MUKUNDBHAI JANABHAI,M,BLD,144006,,327615,541832.0,MANDVI,ST,,2,60.46,43.96,no,0,0.0,2.0,GEGJ24768,,1711,True,1,,,,,,0,False,False,False,,
2849,GE,Gujarat,6,26,1977,3.0,0,3,1,PATEL NANUBHAI NICHHABHAI,M,BLD,161861,,316718,556415.0,BULSAR,ST,,3,56.92,51.11,no,17964,5.67,2.13,GEGJ17792,,1711,True,4,NCO,3805.0,BULSAR,True,False,4,True,True,True,,
2850,GE,Gujarat,6,26,1977,3.0,0,3,2,PATEL NIRMALABHEN HARJIBHAI,F,INC,143897,,316718,556415.0,BULSAR,ST,,3,56.92,45.43,no,132937,41.97,2.13,GEGJ24771,,3482,True,1,,,,,,0,False,False,False,,
2851,GE,Gujarat,6,26,1977,3.0,0,3,3,GAVIT RATANBHAI GOVINDBHAI,M,IND,10960,,316718,556415.0,BULSAR,ST,,3,56.92,3.46,yes,0,0.0,2.13,GEGJ24770,,10809,True,1,,,,,,0,False,False,False,,
2852,GE,Gujarat,7,1,1980,1.0,0,3,1,MEHTA MAHIPATRAY MULSHANKER,M,INC(I),133163,,271371,506980.0,KUTCH,GEN,,8,53.53,49.07,no,20951,7.72,2.44,GEGJ22426,,3482,True,3,INC,3482.0,KUTCH,True,True,2,False,False,True,,
2853,GE,Gujarat,7,1,1980,1.0,0,3,2,DAVA ANANTRAY DEVSHANKER,M,JNP,112212,,271371,506980.0,KUTCH,GEN,,8,53.53,41.35,no,98643,36.35,2.44,GEGJ24297,,4406,True,2,BLD,1711.0,KUTCH,True,False,1,True,True,True,,
2854,GE,Gujarat,7,1,1980,1.0,0,3,3,ANTANI BIPINCHANDRA JUGATRAM,M,JNP(S),13569,,271371,506980.0,KUTCH,GEN,,8,53.53,5.0,yes,9932,3.66,2.44,GEGJ26181,,15079,True,1,,,,,,0,False,False,False,,
2855,GE,Gujarat,7,1,1980,1.0,0,3,4,CHANDNANI GANGARAM PREMCHAND,M,IND,3637,,271371,506980.0,KUTCH,GEN,,8,53.53,1.34,yes,811,0.3,2.44,GEGJ26180,,10809,True,1,,,,,,0,False,False,False,,
2856,GE,Gujarat,7,1,1980,1.0,0,3,5,RATHOD KALYANSINH MADARASINHJI,M,IND,2826,,271371,506980.0,KUTCH,GEN,,8,53.53,1.04,yes,340,0.13,2.44,GEGJ26179,,10809,True,1,,,,,,0,False,False,False,,
2857,GE,Gujarat,7,1,1980,1.0,0,3,6,BAROT MAGANLAL SAJAN,M,IND,2486,,271371,506980.0,KUTCH,GEN,,8,53.53,0.92,yes,2,0.0,2.44,GEGJ26175,,10809,True,1,,,,,,0,False,False,False,,
2858,GE,Gujarat,7,1,1980,1.0,0,3,7,MEGHVAR MULJI LADHA,M,IND,2484,,271371,506980.0,KUTCH,GEN,,8,53.53,0.92,yes,1490,0.55,2.44,GEGJ26178,,10809,True,1,,,,,,0,False,False,False,,
2859,GE,Gujarat,7,1,1980,1.0,0,3,8,LAXMINARAYAN LALJI,M,IND,994,,271371,506980.0,KUTCH,GEN,,8,53.53,0.37,yes,0,0.0,2.44,GEGJ22427,,10809,True,2,IND,10809.0,KUTCH,True,True,0,False,False,False,,
2860,GE,Gujarat,7,2,1980,1.0,0,3,1,DIGVIJAYSINH PRATAPSINHG ZALA,M,INC(I),193632,,337655,581146.0,SURENDRANAGAR,GEN,,8,58.1,57.35,no,84516,25.03,2.33,GEGJ26187,,3482,True,1,,,,,,1,False,False,False,,
2861,GE,Gujarat,7,2,1980,1.0,0,3,2,PARMAR JUVANSINH JILUBHA,M,JNP,109116,,337655,581146.0,SURENDRANAGAR,GEN,,8,58.1,32.32,no,86608,25.65,2.33,GEGJ26185,,4406,True,1,,,,,,0,False,False,False,,
2862,GE,Gujarat,7,2,1980,1.0,0,3,3,BHARVAD CHHAGANBHAI RANCHHODHBHAI,M,INC(U),22508,,337655,581146.0,SURENDRANAGAR,GEN,,8,58.1,6.67,yes,18509,5.48,2.33,GEGJ26190,,3823,True,1,,,,,,0,False,False,False,,
2863,GE,Gujarat,7,2,1980,1.0,0,3,4,GHANCHI ALIBHAI KALUBHAI,M,IND,3999,,337655,581146.0,SURENDRANAGAR,GEN,,8,58.1,1.18,yes,1201,0.36,2.33,GEGJ26188,,10809,True,1,,,,,,0,False,False,False,,
2864,GE,Gujarat,7,2,1980,1.0,0,3,5,JANI NIYOGIPRASAD NARASIPRASAD,M,IND,2798,,337655,581146.0,SURENDRANAGAR,GEN,,8,58.1,0.83,yes,284,0.08,2.33,GEGJ26184,,10809,True,1,,,,,,0,False,False,False,,
2865,GE,Gujarat,7,2,1980,1.0,0,3,6,KANTILAL MOHANLAL SHARMA,M,IND,2514,,337655,581146.0,SURENDRANAGAR,GEN,,8,58.1,0.74,yes,238,0.07,2.33,GEGJ26183,,10809,True,1,,,,,,0,False,False,False,,
2866,GE,Gujarat,7,2,1980,1.0,0,3,7,PARMAR JAYSUKHLAL TRIBHOVANDAS,M,IND,2276,,337655,581146.0,SURENDRANAGAR,GEN,,8,58.1,0.67,yes,1464,0.43,2.33,GEGJ26189,,10809,True,1,,,,,,0,False,False,False,,
2867,GE,Gujarat,7,2,1980,1.0,0,3,8,LATHI JAYANTILAL LAXMISHANKER,M,IND,812,,337655,581146.0,SURENDRANAGAR,GEN,,8,58.1,0.24,yes,0,0.0,2.33,GEGJ26186,,10809,True,1,,,,,,0,False,False,False,,
2868,GE,Gujarat,7,3,1980,1.0,0,3,1,JADEJA DOLATSINHJI PRATAPSINHJI,M,INC(I),133978,,256497,563162.0,JAMNAGAR,GEN,,6,45.55,52.23,no,57787,22.53,2.56,GEGJ22446,,3482,True,3,INC,3482.0,JAMNAGAR,True,True,2,False,False,True,,
2869,GE,Gujarat,7,3,1980,1.0,0,3,2,VINODBHAI B. SHETH,M,JNP,76191,,256497,563162.0,JAMNAGAR,GEN,,6,45.55,29.7,no,33356,13.0,2.56,GEGJ24305,,4406,True,2,BLD,1711.0,JAMNAGAR,True,False,1,True,True,True,,
2870,GE,Gujarat,7,3,1980,1.0,0,3,3,MADAM GHELUBHAI RAMBHAI,M,IND,42835,,256497,563162.0,JAMNAGAR,GEN,,6,45.55,16.7,no,41656,16.24,2.56,GEGJ26192,,10809,True,1,,,,,,0,False,False,False,,
2871,GE,Gujarat,7,3,1980,1.0,0,3,4,SUDANI HIRABHAI MANJI,M,IND,1179,,256497,563162.0,JAMNAGAR,GEN,,6,45.55,0.46,yes,5,0.0,2.56,GEGJ26194,,10809,True,1,,,,,,0,False,False,False,,
2872,GE,Gujarat,7,3,1980,1.0,0,3,5,KATARMAL RAMJI ALARIYA,M,IND,1174,,256497,563162.0,JAMNAGAR,GEN,,6,45.55,0.46,yes,34,0.01,2.56,GEGJ26195,,10809,True,1,,,,,,0,False,False,False,,
2873,GE,Gujarat,7,3,1980,1.0,0,3,6,HARSHADBHAI RAITHATHA,M,IND,1140,,256497,563162.0,JAMNAGAR,GEN,,6,45.55,0.44,yes,0,0.0,2.56,GEGJ26191,,10809,True,1,,,,,,0,False,False,False,,
2874,GE,Gujarat,7,4,1980,1.0,0,3,1,MAVANI RAMJIBHAI BHURABHAI,M,INC(I),158220,,307464,706199.0,RAJKOT,GEN,,12,43.54,51.46,no,53476,17.39,2.56,GEGJ25824,,3482,True,1,,,,,,1,False,False,False,,
2875,GE,Gujarat,7,4,1980,1.0,0,3,2,SHUKLA CHIMANBHAI HARILAL,M,JNP,104744,,307464,706199.0,RAJKOT,GEN,,12,43.54,34.07,no,75821,24.66,2.56,GEGJ25823,,4406,True,1,,,,,,0,False,False,False,,
2876,GE,Gujarat,7,4,1980,1.0,0,3,3,MANUBHAI MANSUKHLAL SHAH,M,INC(U),28923,,307464,706199.0,RAJKOT,GEN,,12,43.54,9.41,yes,25504,8.29,2.56,GEGJ16631,,3823,True,3,INC,3482.0,SURENDRANAGAR,False,False,1,True,False,True,,
2877,GE,Gujarat,7,4,1980,1.0,0,3,4,KANGAR KANABHAI LAXMAN,M,IND,3419,,307464,706199.0,RAJKOT,GEN,,12,43.54,1.11,yes,987,0.32,2.56,GEGJ25820,,10809,True,1,,,,,,0,False,False,False,,
2878,GE,Gujarat,7,4,1980,1.0,0,3,5,UNADKAT ODHAVJI POPAT,M,IND,2432,,307464,706199.0,RAJKOT,GEN,,12,43.54,0.79,yes,55,0.02,2.56,GEGJ25827,,10809,True,1,,,,,,0,False,False,False,,
2879,GE,Gujarat,7,4,1980,1.0,0,3,6,CHAUHAN SHASIKANT KARSAN,M,IND,2377,,307464,706199.0,RAJKOT,GEN,,12,43.54,0.77,yes,158,0.05,2.56,GEGJ25821,,10809,True,1,,,,,,0,False,False,False,,
2880,GE,Gujarat,7,4,1980,1.0,0,3,7,MOR ABDULSATAR IBRAHIM,M,IND,2219,,307464,706199.0,RAJKOT,GEN,,12,43.54,0.72,yes,0,0.0,2.56,GEGJ25825,,10809,True,1,,,,,,0,False,False,False,,
2881,GE,Gujarat,7,4,1980,1.0,0,3,8,LIYA VITHALDAS HANSRAJ,M,IND,2219,,307464,706199.0,RAJKOT,GEN,,12,43.54,0.72,yes,657,0.21,2.56,GEGJ25822,,10809,True,1,,,,,,0,False,False,False,,
2882,GE,Gujarat,7,4,1980,1.0,0,3,9,UKA BHURA MORVADIA,M,IND,1562,,307464,706199.0,RAJKOT,GEN,,12,43.54,0.51,yes,904,0.29,2.56,GEGJ25828,,10809,True,1,,,,,,0,False,False,False,,
2883,GE,Gujarat,7,4,1980,1.0,0,3,10,HEMATSINH NANBHA RATHOD,M,IND,658,,307464,706199.0,RAJKOT,GEN,,12,43.54,0.21,yes,250,0.08,2.56,GEGJ25829,,10809,True,1,,,,,,0,False,False,False,,
2884,GE,Gujarat,7,4,1980,1.0,0,3,11,JOSHI MANISHANKER JIVRAM,M,IND,408,,307464,706199.0,RAJKOT,GEN,,12,43.54,0.13,yes,125,0.04,2.56,GEGJ25826,,10809,True,1,,,,,,0,False,False,False,,
2885,GE,Gujarat,7,4,1980,1.0,0,3,12,THAKAR KANTILAL CHHAGANBHAI,M,IND,283,,307464,706199.0,RAJKOT,GEN,,12,43.54,0.09,yes,0,0.0,2.56,GEGJ25830,,10809,True,1,,,,,,0,False,False,False,,
2886,GE,Gujarat,7,5,1980,1.0,0,3,1,ODEDRA MALDEJI MANDLIKJI,M,INC(I),162721,,281904,589036.0,PORBANDAR,GEN,,5,47.86,57.72,no,60308,21.39,2.17,GEGJ25834,,3482,True,1,,,,,,1,False,False,False,,
2887,GE,Gujarat,7,5,1980,1.0,0,3,2,PATEL DHARMASINBHAI DAHYABHAI,M,JNP,102413,,281904,589036.0,PORBANDAR,GEN,,5,47.86,36.33,no,88827,31.51,2.17,GEGJ24316,,4406,True,2,BLD,1711.0,PORBANDAR,True,False,1,True,True,True,,
2888,GE,Gujarat,7,5,1980,1.0,0,3,3,AMIN RAMDAS KISHORDAS,M,JNP(S),13586,,281904,589036.0,PORBANDAR,GEN,,5,47.86,4.82,yes,11986,4.25,2.17,GEGJ25832,,15079,True,1,,,,,,0,False,False,False,,
2889,GE,Gujarat,7,5,1980,1.0,0,3,4,RANVA NARAN LAKHA,M,IND,1600,,281904,589036.0,PORBANDAR,GEN,,5,47.86,0.57,yes,16,0.01,2.17,GEGJ24314,,10809,True,2,IND,10809.0,PORBANDAR,True,True,0,False,False,True,,
2890,GE,Gujarat,7,5,1980,1.0,0,3,5,BHUVA ASHVIN KURJI,M,IND,1584,,281904,589036.0,PORBANDAR,GEN,,5,47.86,0.56,yes,0,0.0,2.17,GEGJ25833,,10809,True,1,,,,,,0,False,False,False,,
